11727,0;11615
11737,0;11615
11731,0;11615
11735,0;11615
11741,0;11609,45291
11763,0;11601
11773,0;11601
11793,0;11601
11805,0;11670,96995
11816,0;11676,96
11789,0;11620,62
11791,0;11676,95999
11777,0;11688,9699
11794,0;11622,24001
11798,0;11676,92998
11790,0;11676,92998
11790,0;11676,92998
11812,0;11676,92998
11865,0;11676,92998
11890,0;11625,21
11910,0;11630
11906,0;11630
11856,0;11699
11927,0;11672,6795
11929,0;11640
11910,0;11727
11880,0;11729,52724
11865,13583939;11730
11880,0;11749
11878,0;11710,00001
11887,0;11710
11890,0;11744,99
11894,0;11680
11896,0;11739
11875,0;11685
11870,0;11739
11855,0;11651
11807,0;11651,01
11839,0;11651,01
11816,0;11651,01
11769,0;11631,001
11791,0;11630
11811,0;11584
11794,0;11584
11790,0;11666
11777,0;11583,99
11744,0;11584,01
11734,0;11584,01
11761,0;11663,99
11785,0;11585,01
11779,0;11584
11770,0;11684
11761,0;11585,7
11770,0;11667
11769,0;11667
11793,0;11666,5555
11800,0;11666,5455
11832,0;11666,5455
11819,0;11699,0667
11781,0;11630,01
11785,0;11700
11808,0;11722
11810,0;11631,2
11807,0;11717,7
11807,0;11716
11805,0;11633,1
11801,0;11635
11802,0;11636
11790,12819982;11636
11802,0;11670,15275
11784,0;11636,2
11802,0;11638,2
11819,0;11709,97
11818,0;11709,969
11830,0;11650
11835,0;11650,01
11857,0;11660,02013
11832,0;11636,00001
11835,0;11636,00001
11830,0;11636,00001
11824,0;11661,721
11821,0;11708,998
11811,0;11640,03001
11810,0;11640,03
11817,0;11640,03
11829,0;11640,02
11832,0;11636,1502
11820,0;11636,16
11808,0;11636,16
11796,0;11657,16
11788,71650913;11657,86157
11781,0;11636,16
11792,0;11652,84481
11786,0;11650
11768,0;11650
11755,0;11636,17001
11755,0;11610,12001
11772,14785394;11610,14001
11780,0;11584,00002
11779,0;11584
11775,0;11590
11776,0;11590,11
11772,0;11584,01
11760,0;11649,97999
11760,0;11630,12001
11756,0;11624,902
11740,0;11586
11744,0;11584,02013
11738,89219605;11643,99999
11734,0;11584,01013
11765,0;11584
11777,0;11584
11796,0;11585
